country,book,chapter,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q1_justification,q2_justification,q3_justification,q4_justification,q5_justification,q6_justification,q7_justification,q8_justification,q9_justification,q10_justification,q11_justification,q12_justification
Japan,Usurper of the Sun,Part 1 Act X,High contestation (frequent conflict or strategic struggle),Cannot inhabit or hold territory,Short interplanetary journey,Other / Unsure,Same languages as Earth,Nearly uninhabitable / lethal without major intervention,Exceptionally rare (few astronauts/explorers),Single unified authority,Thriller / Horror / Survival,Mostly military,Totally unique domain,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),"Aki sabotages the graser on the Island, destroying the Ring's deceleration laser system. This is a strategic attack against the Builders' infrastructure, condemning their fleet to fly through without stopping.",The Ring is destroyed by Aki's sabotage. No territory can be held.,"The Phalanx returns from Mercury to Earth, a short interplanetary journey.",No space society exists.,Crew communicates in English.,The destruction of the Ring creates additional hazards. Solar radiation exposure is a constant threat.,Only three crew remain on the Phalanx.,The UNSDF commands the mission.,"Aki's destruction of the graser, the moral weight of condemning the Builders, and the crew's survival create intense tension.",The sabotage is a military action. The mission returns under UNSDF command.,"The Ring environment is a completely unique domain, unlike any terrestrial analogy.","The alien Ring structure, grasers, and nanotechnology create a radically non-Earth-like environment."
Japan,Usurper of the Sun,Part 1 Act XI,No contestation,Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Other / Unsure,Drama,Entirely civilian,Other / Unsure,Other / Unsure,The chapter is set on Earth as Aki returns to fame and deals with the aftermath of destroying the Ring. No space conflict occurs.,No space territory is depicted. The chapter is entirely on Earth.,No space journey occurs.,No space society exists.,Characters speak Japanese and English.,No space environment is depicted.,No one is in space.,No space governance is depicted.,"The chapter focuses on Aki's emotional aftermath: her guilt over destroying the Ring and condemning the Builders, her fame, and her internal struggle.",The setting is entirely civilian: Aki's post-mission life on Earth.,No space domain is portrayed.,No space environment is experienced.
Japan,Usurper of the Sun,Part 1 Act XII,No contestation,Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Other / Unsure,Drama,Entirely civilian,Other / Unsure,Other / Unsure,The chapter is set on Earth at the ETICC at Berkeley. Aki meets Raul Sanchez and his AI Natalia. No space conflict occurs.,No space territory is depicted.,No space journey occurs.,No space society exists.,Characters speak English.,No space environment is depicted.,No one is in space.,No space governance is depicted.,"The chapter centers on Aki meeting Raul and encountering Natalia, the AI that thinks without language. Their conversation about non-linguistic intelligence and communication with the Builders drives the character drama.","The setting is the ETICC at UC Berkeley, entirely civilian.",No space domain is portrayed.,No space environment is experienced.
Japan,Usurper of the Sun,Part 2 Act I,No contestation,Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Other / Unsure,Drama,Entirely civilian,Other / Unsure,Other / Unsure,The chapter is set on Earth. Aki visits the ETICC and discusses the Builders' incoming fleet with scientists. No space conflict occurs.,No space territory is depicted. Discussion centers on the approaching Builder fleet but all action is on Earth.,No space journey occurs. The Builders' fleet is discussed but not directly depicted.,No space society exists.,Characters speak English at the ETICC.,No space environment is experienced.,No one is in space.,No space governance is depicted.,The chapter focuses on Aki's personal struggle with guilt over destroying the Ring and the scientific discussion about the approaching Builders.,The ETICC is a civilian research institution.,No space domain is portrayed.,No space environment is experienced.
Japan,Usurper of the Sun,Part 2 Act II,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),Single unified authority,Adventure / exploration,Mixed civilian-military domain,Like the ocean / naval,Very different (human bodies/technology constantly challenged),The UNSS Chadwick operates near Mercury studying ring material. The graser defense system remains a potential threat. The Builders' fleet approaches but there is no open conflict.,The UNSS Chadwick orbits near Mercury on a research mission. The RMRF is a temporary research facility. No permanent settlement exists.,"The Chadwick operates near Mercury, a short interplanetary journey from Earth.",No space society exists. The crew operates as a scientific research team.,The crew speaks English.,Proximity to Mercury and the sun creates extreme conditions. Ring material contamination is a constant threat. The crew must maintain electrostatic containment of samples.,Only the small Chadwick crew is in space near Mercury.,The UNSDF commands all space operations.,Molly and Anastacia's discovery of the fifth nanobot type (the messenger cell) drives the chapter as scientific exploration and discovery.,The Chadwick operates under UNSDF military command but the crew are primarily civilian scientists like Molly and Anastacia.,The Chadwick operates like a naval research vessel with Commander Kindersley in command.,Working near Mercury with ring material requires constant technological safeguards. Solar radiation and nanotechnology contamination constantly challenge the crew.
Japan,Usurper of the Sun,Part 2 Act III,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),Single unified authority,Adventure / exploration,Mixed civilian-military domain,Like the ocean / naval,Very different (human bodies/technology constantly challenged),Molly and Anastacia discover the messenger cell aboard the RMRF. The graser defense remains a latent threat but no conflict occurs.,The RMRF is a temporary research facility near Mercury.,Operations are near Mercury in the inner solar system.,No space society exists. The crew are researchers on a temporary mission.,The crew speaks English.,Working with ring material requires electrostatic containment. The environment near Mercury is extremely hostile.,Only the small research crew is in space.,The UNSDF commands operations.,The discovery of the messenger cell is a breakthrough moment of scientific exploration.,Civilian scientists work under UNSDF military oversight.,The research vessel operates under naval-style command.,Handling alien nanotechnology in the hostile environment near Mercury constantly challenges human technology.
Japan,Usurper of the Sun,Part 2 Act IV,Moderate contestation (ongoing rivalry/disputes),Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Single unified authority,Political / diplomatic,Mixed civilian-military domain,Other / Unsure,Other / Unsure,Aki presents her Vert-Ring proposal to the UN Security Council and faces strong opposition. A shadowy group secretly discusses using the Ring technology for military purposes. The political rivalry over how to handle the Builders intensifies.,No space territory is depicted in this chapter. All action is on Earth.,No space journey occurs.,No space society exists.,Characters speak English at the UN and in private meetings.,No space environment is experienced in this chapter.,No one is in space in this chapter.,The UN and UNSDF govern the global response to the Builders.,"The chapter centers on Aki's UN speech proposing the Vert-Ring, political opposition, and a secret cabal discussing military weaponization of the graser technology.",Aki's civilian scientific proposal conflicts with military interests. The secret group discusses weaponizing alien technology.,No space domain is portrayed in this chapter.,No space environment is experienced.
Japan,Usurper of the Sun,Part 3 Act I,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),Single unified authority,Adventure / exploration,Mixed civilian-military domain,Like the ocean / naval,Very different (human bodies/technology constantly challenged),The Chadwick crew studies ring material near Mercury. The graser defense is a latent threat. The political debate about the Builders' intentions continues on Earth but no open conflict occurs in space.,The UNSS Chadwick and RMRF operate as temporary research outposts near Mercury.,Operations are near Mercury in the inner solar system.,No space society exists. The crew are researchers on a temporary mission.,The crew speaks English.,Working near Mercury with ring material and active graser defenses creates extreme conditions requiring constant vigilance.,Only the small Chadwick research crew is in space.,The UNSDF commands all space operations.,"The chapter focuses on the crew's investigation of ring material nanobots, searching for an undiscovered fifth cell type.",Civilian scientists operate under UNSDF military command.,The Chadwick operates under naval-style command structure.,Working near Mercury with alien nanotechnology requires extreme technological safeguards.
Japan,Usurper of the Sun,Part 3 Act II,Moderate contestation (ongoing rivalry/disputes),Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Single unified authority,Political / diplomatic,Mostly civilian with some military presence,Other / Unsure,Other / Unsure,Aki's Vert-Ring proposal is shot down at the UN Security Council. Strong political opposition exists between those who want to welcome the Builders and those who want to prepare for war. The contestation is political rather than military.,No space territory is depicted. The chapter is set on Earth at the UN.,No space journey occurs.,No space society exists.,Characters speak English at the UN and on phone calls.,No space environment is depicted.,No one is in space in this chapter.,The UN and UNSDF govern the global response.,"The chapter centers on Aki's UN speech and its political rejection, plus her phone call with Raul about Natalia's failure.",The UN Security Council is civilian. Military considerations (Pentagon representative) are present but secondary to political discussion.,No space domain is portrayed.,No space environment is experienced.
Japan,Usurper of the Sun,Part 3 Act III,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),Single unified authority,Adventure / exploration,Mixed civilian-military domain,Like the ocean / naval,Very different (human bodies/technology constantly challenged),Molly and Anastacia successfully discover the messenger cell by combining old and new ring material samples. No conflict occurs.,The RMRF is a temporary research facility near Mercury.,Operations are near Mercury.,No space society exists.,The crew speaks English.,Working with ring material near Mercury remains extremely hostile.,Only the small research crew is in space.,The UNSDF commands operations.,The serendipitous discovery of the messenger cell is a breakthrough moment of scientific exploration.,Civilian scientists work under UNSDF oversight.,Research aboard a naval-commanded vessel.,Handling alien nanotechnology in extreme conditions near Mercury.
Japan,Usurper of the Sun,Part 3 Act IV,Moderate contestation (ongoing rivalry/disputes),Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Single unified authority,Political / diplomatic,Mixed civilian-military domain,Other / Unsure,Other / Unsure,"Aki's press conference advocates rebuilding the Ring as the Vert-Ring. A secret cabal opposes her, plotting to weaponize the graser. Deep political rivalry exists over how to handle the Builders.",No space territory is depicted in this chapter.,No space journey occurs.,No space society exists.,Characters speak English at the press conference and in secret meetings.,No space environment is experienced.,No one is in space.,The UNSDF and UN govern the global response.,Aki's public campaign for the Vert-Ring and the secret cabal's counter-plotting drive the political narrative.,Aki's civilian scientific proposal competes with military weaponization plans.,No space domain is portrayed.,No space environment is experienced.
Japan,Usurper of the Sun,Part 3 Act V,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),Single unified authority,Adventure / exploration,Mixed civilian-military domain,Like the ocean / naval,Very different (human bodies/technology constantly challenged),The Chadwick deploys a probe to reprogram ring material into the Vert-Ring orientation. The mission succeeds. No conflict occurs in space.,The Chadwick operates near Mercury on a temporary mission.,Operations are near Mercury in the inner solar system.,No space society exists.,The crew speaks English.,"Operating near Mercury with ring material ejecting at 80,000 tons per second creates extreme hazards. The cargo rocket is consumed by ring material.",Only the Chadwick crew is in space near Mercury.,The UNSDF commands the mission.,The successful deployment of the probe to reprogram ring material into the Vert-Ring orientation is a triumph of exploration and engineering.,Commander Kindersley commands the military vessel while civilian scientists direct the research.,The Chadwick operates under naval command structure with Commander Kindersley.,Ring material consumes the cargo rocket. Intense solar radiation near Mercury and the stream of nanobots constantly challenge technology.
Japan,Usurper of the Sun,Part 3 Act VI,Moderate contestation (ongoing rivalry/disputes),"Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Harsh and resource-intensive,Uncommon (small specialist population),Single unified authority,Political / diplomatic,Mixed civilian-military domain,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"The Vert-Ring is successfully reprogramming but the UNSDF asserts control over ringology research, stripping Aki's Science Subcommittee of authority. Political rivalry between civilian scientists and military continues.","The Mercury Base Station (formerly RMRF) now hosts up to 40 researchers at a time, but it remains a temporary facility, not a permanent settlement.",Operations continue near Mercury in the inner solar system.,No space society exists. Researchers rotate through the Mercury Base Station.,Characters speak English.,The Mercury Base Station requires extensive resources to maintain. Conditions are harsh but manageable with the established infrastructure.,"Up to 40 researchers at the Mercury Base Station and over 1,000 involved in the project total. Space habitation is uncommon but growing.","The UNSDF governs all space operations, now asserting direct control over research personnel selection.","The chapter centers on the UNSDF taking control of research from the Science Subcommittee, a political power struggle.",The UNSDF military takes control of previously civilian-led research operations.,"The Mercury Base Station has grown from a small outpost to a large facility with rotating personnel, resembling frontier expansion.",Operating near Mercury continues to challenge human technology with extreme heat and radiation.
Japan,Usurper of the Sun,Part 3 Act VII,Moderate contestation (ongoing rivalry/disputes),"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Uncommon (small specialist population),Single unified authority,Political / diplomatic,Mixed civilian-military domain,Other / Unsure,Other / Unsure,Aki faces hostile questioning at Cornell. Public opinion is divided between welcomers and doubters. The discovery that a graser has spontaneously formed on the Vert-Ring heightens tensions. The UNSDF plans to weaponize the graser.,The Mercury Base Station continues to operate as a temporary facility.,No space journey is depicted in this chapter.,No space society exists.,Characters speak English at Cornell and on broadcasts.,No space environment is directly experienced in this chapter.,Researchers at the Mercury Base Station represent a small specialist population.,The UNSDF governs space operations. The Mercury Base researchers operate under UNSDF authority.,"The chapter centers on the political debate between welcomers and doubters, Aki's lecture at Cornell, and the UNSDF's plan to weaponize the graser for defense.",Aki advocates civilian communication while the UNSDF develops military applications of the graser technology.,No space domain is directly portrayed in this chapter.,No space environment is experienced.
Japan,Usurper of the Sun,Part 3 Act VIII,"Low contestation (minor competition, little open conflict)",Other / Unsure,Other / Unsure,Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Other / Unsure,Drama,Entirely civilian,Other / Unsure,Other / Unsure,"Aki and Raul meet at Berkeley. Raul works at the ETICC on universal language. Aki asks him to write a speech for the Builders. The discussion is about communication, not conflict.",No space territory is depicted. The chapter is set on Earth.,No space journey occurs.,No space society exists.,Characters speak English.,No space environment is experienced.,No one is in space in this chapter.,No space governance is depicted.,The chapter focuses on Aki and Raul's personal relationship and his insights about anosognosia as a metaphor for the Builders' lack of awareness of humanity.,"The setting is Berkeley campus, entirely civilian.",No space domain is portrayed.,No space environment is experienced.
Japan,Usurper of the Sun,Part 3 Act IX,High contestation (frequent conflict or strategic struggle),Other / Unsure,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure,Same languages as Earth,Other / Unsure,Other / Unsure,Single unified authority,Thriller / Horror / Survival,Mostly civilian with some military presence,Other / Unsure,Other / Unsure,"The Builders are detected decelerating with nuclear pulse engines, burning their own ship for fuel. Humanity is terrified. The strategic struggle over how to respond intensifies as the arrival becomes imminent.",No space territory is inhabited. The Builders' ship is detected in deep space.,"The Builders' ship has traveled from HD 37605, 43 parsecs away, on a 600-year voyage. They are still six years out. The distances are effectively unreachable by human technology.",No space society exists among humans. The Builders' society aboard their ship is unknown.,Scientists communicate in English. The Builders have not responded to any communication attempts.,No humans experience space conditions in this chapter.,No humans are in space in this chapter. Detection is done from Earth-based and orbital telescopes.,The ETICC and UNSDF operate as unified global authorities.,"The discovery that the Builders are burning their own ship to decelerate, sacrificing 99.99% of their mass, creates existential dread. Humanity is terrified as the arrival becomes inevitable.",The ETICC is civilian. The UNSDF military presence is growing but the chapter focuses on civilian scientific detection.,No space domain is directly portrayed.,No space environment is experienced by humans.
Japan,Usurper of the Sun,Part 3 Act X,High contestation (frequent conflict or strategic struggle),"Visiting / Temporary presence only (stations, missions, outposts)",Short interplanetary journey,Other / Unsure,Same languages as Earth,Other / Unsure,Uncommon (small specialist population),Single unified authority,Military / war,Mostly military,Like the ocean / naval,Very different (human bodies/technology constantly challenged),"The UNSDF conducts a massive weapons demonstration: nuclear missiles, spiderwebs, and the graser are tested publicly. Seventeen battleships are in parking orbit. Humanity prepares for war with the Builders.",UNSDF battleships are in orbit. The Mercury Base Station continues to operate. These are temporary military and research presences.,The UNSDF fleet operates in Earth orbit and near Mercury. The Builders approach from beyond the outer planets.,No space society exists. The fleet is a military deployment.,Characters speak English and Japanese.,The space environment is not directly experienced in this chapter beyond the weapons demonstration.,UNSDF crews operate seventeen ships plus the Mercury Base Station. A small specialist military and research population is in space.,The UNSDF is a single unified authority governing all space military operations.,"The chapter centers on the UNSDF weapons demonstration: nuclear missiles, spiderwebs, and the graser are tested. The public celebration of military power dominates.",The weapons demonstration is entirely military. Aki attends as a civilian observer. The graser test and fleet flyby are military spectacles.,"The UNSDF fleet in parking orbit, the weapons demonstration, and the naval nomenclature (UNSS ships) create a naval domain.",Nuclear weapons in vacuum have limited range. The graser vaporizes targets instantly. Space warfare is fundamentally different from Earth combat.
